"Index Name","Date","Open","High","Low","Close"
"NIFTY SMALLCAP 250","22 Feb 2019","4815.55","4852.35","4809.85","4847.15"
"NIFTY SMALLCAP 250","21 Feb 2019","4773.60","4812.35","4762.35","4809.00"
"NIFTY SMALLCAP 250","20 Feb 2019","4724.40","4765.70","4723.90","4758.30"
"NIFTY SMALLCAP 250","19 Feb 2019","4698.15","4737.45","4693.90","4711.85"
"NIFTY SMALLCAP 250","18 Feb 2019","4746.30","4749.55","4687.80","4695.10"
"NIFTY SMALLCAP 250","15 Feb 2019","4773.40","4775.95","4727.25","4736.15"
"NIFTY SMALLCAP 250","14 Feb 2019","4765.45","4779.70","4731.70","4775.25"
"NIFTY SMALLCAP 250","13 Feb 2019","4815.30","4823.30","4770.10","4777.80"
"NIFTY SMALLCAP 250","12 Feb 2019","4814.60","4827.80","4795.95","4803.60"
"NIFTY SMALLCAP 250","11 Feb 2019","4892.60","4894.25","4813.05","4817.85"
"NIFTY SMALLCAP 250","08 Feb 2019","4945.35","4945.40","4891.05","4895.45"
"NIFTY SMALLCAP 250","07 Feb 2019","4922.65","4965.30","4915.80","4950.95"
"NIFTY SMALLCAP 250","06 Feb 2019","4921.65","4924.20","4860.85","4918.90"
"NIFTY SMALLCAP 250","05 Feb 2019","4951.15","4964.35","4895.60","4906.45"
"NIFTY SMALLCAP 250","04 Feb 2019","5022.05","5022.50","4939.50","4951.30"
"NIFTY SMALLCAP 250","01 Feb 2019","5038.45","5069.60","4998.65","5024.70"
"NIFTY SMALLCAP 250","31 Jan 2019","5009.75","5023.95","4993.40","5021.60"
"NIFTY SMALLCAP 250","30 Jan 2019","4985.40","5001.90","4978.00","4993.90"
"NIFTY SMALLCAP 250","29 Jan 2019","4954.35","4985.10","4940.75","4971.60"
"NIFTY SMALLCAP 250","28 Jan 2019","5054.50","5056.80","4957.90","4964.75"
"NIFTY SMALLCAP 250","25 Jan 2019","5142.90","5155.85","5051.45","5057.65"
"NIFTY SMALLCAP 250","24 Jan 2019","5160.05","5163.25","5126.25","5130.50"
"NIFTY SMALLCAP 250","23 Jan 2019","5163.15","5178.35","5145.15","5150.30"
"NIFTY SMALLCAP 250","22 Jan 2019","5187.55","5187.80","5140.10","5157.70"
"NIFTY SMALLCAP 250","21 Jan 2019","5234.55","5238.90","5181.20","5189.15"
"NIFTY SMALLCAP 250","18 Jan 2019","5287.25","5287.80","5224.75","5229.40"
"NIFTY SMALLCAP 250","17 Jan 2019","5309.40","5318.30","5267.45","5278.20"
"NIFTY SMALLCAP 250","16 Jan 2019","5293.75","5319.35","5289.55","5295.55"
"NIFTY SMALLCAP 250","15 Jan 2019","5253.00","5287.05","5252.60","5284.65"
"NIFTY SMALLCAP 250","14 Jan 2019","5261.65","5265.30","5224.10","5236.80"
"NIFTY SMALLCAP 250","11 Jan 2019","-","-","-","5260.24"
"NIFTY SMALLCAP 250","10 Jan 2019","-","-","-","5271.36"
"NIFTY SMALLCAP 250","09 Jan 2019","-","-","-","5257.59"
"NIFTY SMALLCAP 250","08 Jan 2019","-","-","-","5264.29"
"NIFTY SMALLCAP 250","07 Jan 2019","-","-","-","5256.90"
"NIFTY SMALLCAP 250","04 Jan 2019","-","-","-","5253.02"
"NIFTY SMALLCAP 250","03 Jan 2019","-","-","-","5244.91"
"NIFTY SMALLCAP 250","02 Jan 2019","-","-","-","5275.18"
"NIFTY SMALLCAP 250","01 Jan 2019","-","-","-","5314.26"
"NIFTY SMALLCAP 250","31 Dec 2018","-","-","-","5295.48"
"NIFTY SMALLCAP 250","28 Dec 2018","-","-","-","5253.95"
"NIFTY SMALLCAP 250","27 Dec 2018","-","-","-","5206.63"
"NIFTY SMALLCAP 250","26 Dec 2018","-","-","-","5196.96"
"NIFTY SMALLCAP 250","24 Dec 2018","-","-","-","5203.16"
"NIFTY SMALLCAP 250","21 Dec 2018","-","-","-","5252.70"
"NIFTY SMALLCAP 250","20 Dec 2018","-","-","-","5303.93"
"NIFTY SMALLCAP 250","19 Dec 2018","-","-","-","5295.49"
"NIFTY SMALLCAP 250","18 Dec 2018","-","-","-","5235.89"
"NIFTY SMALLCAP 250","17 Dec 2018","-","-","-","5203.46"
"NIFTY SMALLCAP 250","14 Dec 2018","-","-","-","5184.64"
"NIFTY SMALLCAP 250","13 Dec 2018","-","-","-","5177.38"
"NIFTY SMALLCAP 250","12 Dec 2018","-","-","-","5138.70"
"NIFTY SMALLCAP 250","11 Dec 2018","-","-","-","5005.34"
"NIFTY SMALLCAP 250","10 Dec 2018","-","-","-","4939.00"
"NIFTY SMALLCAP 250","07 Dec 2018","-","-","-","5031.43"
"NIFTY SMALLCAP 250","06 Dec 2018","-","-","-","5029.58"
"NIFTY SMALLCAP 250","05 Dec 2018","-","-","-","5095.57"
"NIFTY SMALLCAP 250","04 Dec 2018","-","-","-","5165.19"
"NIFTY SMALLCAP 250","03 Dec 2018","-","-","-","5156.19"
"NIFTY SMALLCAP 250","30 Nov 2018","-","-","-","5125.73"
"NIFTY SMALLCAP 250","29 Nov 2018","-","-","-","5108.43"
"NIFTY SMALLCAP 250","28 Nov 2018","-","-","-","5104.60"
"NIFTY SMALLCAP 250","27 Nov 2018","-","-","-","5134.07"
"NIFTY SMALLCAP 250","26 Nov 2018","-","-","-","5113.37"
"NIFTY SMALLCAP 250","22 Nov 2018","-","-","-","5130.38"
"NIFTY SMALLCAP 250","21 Nov 2018","-","-","-","5149.63"
"NIFTY SMALLCAP 250","20 Nov 2018","-","-","-","5141.76"
"NIFTY SMALLCAP 250","19 Nov 2018","-","-","-","5203.67"
"NIFTY SMALLCAP 250","16 Nov 2018","-","-","-","5183.77"
"NIFTY SMALLCAP 250","15 Nov 2018","-","-","-","5198.38"
"NIFTY SMALLCAP 250","14 Nov 2018","-","-","-","5197.70"
"NIFTY SMALLCAP 250","13 Nov 2018","-","-","-","5205.33"
"NIFTY SMALLCAP 250","12 Nov 2018","-","-","-","5198.53"
"NIFTY SMALLCAP 250","09 Nov 2018","-","-","-","5244.03"
"NIFTY SMALLCAP 250","07 Nov 2018","-","-","-","5208.54"
"NIFTY SMALLCAP 250","06 Nov 2018","-","-","-","5150.83"
"NIFTY SMALLCAP 250","05 Nov 2018","-","-","-","5154.61"
"NIFTY SMALLCAP 250","02 Nov 2018","-","-","-","5175.72"
"NIFTY SMALLCAP 250","01 Nov 2018","-","-","-","5118.90"
"NIFTY SMALLCAP 250","31 Oct 2018","-","-","-","5056.80"
"NIFTY SMALLCAP 250","30 Oct 2018","-","-","-","4995.30"
"NIFTY SMALLCAP 250","29 Oct 2018","-","-","-","4938.41"
"NIFTY SMALLCAP 250","26 Oct 2018","-","-","-","4831.37"
"NIFTY SMALLCAP 250","25 Oct 2018","-","-","-","4842.14"
"NIFTY SMALLCAP 250","24 Oct 2018","-","-","-","4888.62"
"NIFTY SMALLCAP 250","23 Oct 2018","-","-","-","4853.50"
"NIFTY SMALLCAP 250","22 Oct 2018","-","-","-","4918.32"
"NIFTY SMALLCAP 250","19 Oct 2018","-","-","-","5004.75"
"NIFTY SMALLCAP 250","17 Oct 2018","-","-","-","5059.86"
"NIFTY SMALLCAP 250","16 Oct 2018","-","-","-","5181.97"
"NIFTY SMALLCAP 250","15 Oct 2018","-","-","-","5103.27"
"NIFTY SMALLCAP 250","12 Oct 2018","-","-","-","5040.82"
"NIFTY SMALLCAP 250","11 Oct 2018","-","-","-","4916.38"
"NIFTY SMALLCAP 250","10 Oct 2018","-","-","-","5004.09"
"NIFTY SMALLCAP 250","09 Oct 2018","-","-","-","4827.47"
"NIFTY SMALLCAP 250","08 Oct 2018","-","-","-","4851.17"
"NIFTY SMALLCAP 250","05 Oct 2018","-","-","-","4942.38"
"NIFTY SMALLCAP 250","04 Oct 2018","-","-","-","5049.34"
"NIFTY SMALLCAP 250","03 Oct 2018","-","-","-","5158.80"
"NIFTY SMALLCAP 250","01 Oct 2018","-","-","-","5134.10"
"NIFTY SMALLCAP 250","28 Sep 2018","-","-","-","5130.04"
"NIFTY SMALLCAP 250","27 Sep 2018","-","-","-","5340.62"
"NIFTY SMALLCAP 250","26 Sep 2018","-","-","-","5457.14"
"NIFTY SMALLCAP 250","25 Sep 2018","-","-","-","5460.51"
"NIFTY SMALLCAP 250","24 Sep 2018","-","-","-","5507.92"
"NIFTY SMALLCAP 250","21 Sep 2018","-","-","-","5649.71"
"NIFTY SMALLCAP 250","19 Sep 2018","-","-","-","5834.77"
"NIFTY SMALLCAP 250","18 Sep 2018","-","-","-","5884.93"
"NIFTY SMALLCAP 250","17 Sep 2018","-","-","-","5985.88"
"NIFTY SMALLCAP 250","14 Sep 2018","-","-","-","5977.76"
"NIFTY SMALLCAP 250","12 Sep 2018","-","-","-","5899.47"
"NIFTY SMALLCAP 250","11 Sep 2018","-","-","-","5917.13"
"NIFTY SMALLCAP 250","10 Sep 2018","-","-","-","5999.73"
"NIFTY SMALLCAP 250","07 Sep 2018","-","-","-","6069.48"
"NIFTY SMALLCAP 250","06 Sep 2018","-","-","-","6042.68"
"NIFTY SMALLCAP 250","05 Sep 2018","-","-","-","6008.53"
"NIFTY SMALLCAP 250","04 Sep 2018","-","-","-","6024.29"
"NIFTY SMALLCAP 250","03 Sep 2018","-","-","-","6152.57"
"NIFTY SMALLCAP 250","31 Aug 2018","-","-","-","6160.43"
"NIFTY SMALLCAP 250","30 Aug 2018","-","-","-","6125.79"
"NIFTY SMALLCAP 250","29 Aug 2018","-","-","-","6088.14"
"NIFTY SMALLCAP 250","28 Aug 2018","-","-","-","6073.50"
"NIFTY SMALLCAP 250","27 Aug 2018","-","-","-","6060.92"
"NIFTY SMALLCAP 250","24 Aug 2018","-","-","-","6021.91"
"NIFTY SMALLCAP 250","23 Aug 2018","-","-","-","6036.24"
"NIFTY SMALLCAP 250","21 Aug 2018","-","-","-","6047.59"
"NIFTY SMALLCAP 250","20 Aug 2018","-","-","-","6020.80"
"NIFTY SMALLCAP 250","17 Aug 2018","-","-","-","6007.85"
"NIFTY SMALLCAP 250","16 Aug 2018","-","-","-","5950.45"
"NIFTY SMALLCAP 250","14 Aug 2018","-","-","-","5969.77"
"NIFTY SMALLCAP 250","13 Aug 2018","-","-","-","5951.14"
"NIFTY SMALLCAP 250","10 Aug 2018","-","-","-","6006.91"
"NIFTY SMALLCAP 250","09 Aug 2018","-","-","-","6069.26"
"NIFTY SMALLCAP 250","08 Aug 2018","-","-","-","6039.17"
"NIFTY SMALLCAP 250","07 Aug 2018","-","-","-","6021.72"
"NIFTY SMALLCAP 250","06 Aug 2018","-","-","-","6050.03"
"NIFTY SMALLCAP 250","03 Aug 2018","-","-","-","6028.64"
"NIFTY SMALLCAP 250","02 Aug 2018","-","-","-","5944.01"
"NIFTY SMALLCAP 250","01 Aug 2018","-","-","-","5948.77"
"NIFTY SMALLCAP 250","31 Jul 2018","-","-","-","5943.02"
"NIFTY SMALLCAP 250","30 Jul 2018","-","-","-","5933.52"
"NIFTY SMALLCAP 250","27 Jul 2018","-","-","-","5907.71"
"NIFTY SMALLCAP 250","26 Jul 2018","-","-","-","5848.33"
"NIFTY SMALLCAP 250","25 Jul 2018","-","-","-","5825.54"
"NIFTY SMALLCAP 250","24 Jul 2018","-","-","-","5808.20"
"NIFTY SMALLCAP 250","23 Jul 2018","-","-","-","5678.83"
"NIFTY SMALLCAP 250","20 Jul 2018","-","-","-","5632.22"
"NIFTY SMALLCAP 250","19 Jul 2018","-","-","-","5612.20"
"NIFTY SMALLCAP 250","18 Jul 2018","-","-","-","5661.03"
"NIFTY SMALLCAP 250","17 Jul 2018","-","-","-","5716.64"
"NIFTY SMALLCAP 250","16 Jul 2018","-","-","-","5654.24"
"NIFTY SMALLCAP 250","13 Jul 2018","-","-","-","5808.18"
"NIFTY SMALLCAP 250","12 Jul 2018","-","-","-","5916.75"
"NIFTY SMALLCAP 250","11 Jul 2018","-","-","-","5915.62"
"NIFTY SMALLCAP 250","10 Jul 2018","-","-","-","5939.26"
"NIFTY SMALLCAP 250","09 Jul 2018","-","-","-","5877.02"
"NIFTY SMALLCAP 250","06 Jul 2018","-","-","-","5783.81"
"NIFTY SMALLCAP 250","05 Jul 2018","-","-","-","5753.69"
"NIFTY SMALLCAP 250","04 Jul 2018","-","-","-","5785.91"
"NIFTY SMALLCAP 250","03 Jul 2018","-","-","-","5759.89"
"NIFTY SMALLCAP 250","02 Jul 2018","-","-","-","5733.78"
"NIFTY SMALLCAP 250","29 Jun 2018","-","-","-","5786.49"
"NIFTY SMALLCAP 250","28 Jun 2018","-","-","-","5667.96"
"NIFTY SMALLCAP 250","27 Jun 2018","-","-","-","5758.93"
"NIFTY SMALLCAP 250","26 Jun 2018","-","-","-","5877.61"
"NIFTY SMALLCAP 250","25 Jun 2018","-","-","-","5925.99"
"NIFTY SMALLCAP 250","22 Jun 2018","-","-","-","5973.61"
"NIFTY SMALLCAP 250","21 Jun 2018","-","-","-","5973.29"
"NIFTY SMALLCAP 250","20 Jun 2018","-","-","-","6026.11"
"NIFTY SMALLCAP 250","19 Jun 2018","-","-","-","6014.86"
"NIFTY SMALLCAP 250","18 Jun 2018","-","-","-","6097.26"
"NIFTY SMALLCAP 250","15 Jun 2018","-","-","-","6143.89"
"NIFTY SMALLCAP 250","14 Jun 2018","-","-","-","6182.18"
"NIFTY SMALLCAP 250","13 Jun 2018","-","-","-","6190.95"
"NIFTY SMALLCAP 250","12 Jun 2018","-","-","-","6205.63"
"NIFTY SMALLCAP 250","11 Jun 2018","-","-","-","6166.84"
"NIFTY SMALLCAP 250","08 Jun 2018","-","-","-","6141.79"
"NIFTY SMALLCAP 250","07 Jun 2018","-","-","-","6095.95"
"NIFTY SMALLCAP 250","06 Jun 2018","-","-","-","5968.35"
"NIFTY SMALLCAP 250","05 Jun 2018","-","-","-","5875.74"
